"feature","feature_type","code","description"
"C0234192","note CUI","C0234192","cold"
"C0235552","note CUI","C0235552","subglottic edema"
"C0235560","note CUI","C0235560","respiratory tract hemorrhage"
"C0236024","note CUI","C0236024","pharyngeal edema"
"C0236099","note CUI","C0236099","disorder of male reproductive system"
"C0238441","note CUI","C0238441","subglottic stenosis"
"C0239179","note CUI","C0239179","defect of diaphragm"
"C0241480","note CUI","C0241480","abscess of trunk"
"C0242073","note CUI","C0242073","pulmonary congestion"
"C0242184","note CUI","C0242184","hypoxia"
"C0242354","note CUI","C0242354","foetal developmental abnormality"
"C0242379","note CUI","C0242379","ca - lung cancer"
"C0242488","note CUI","C0242488","acute lung injury"
"C0242770","note CUI","C0242770","cryptogenic organizing pneumonia"
"C0263660","note CUI","C0263660","musculoskeletal and connective tissue disorder"
"C0263661","note CUI","C0263661","disorder of skeletal system"
"C0263978","note CUI","C0263978","disorder of soft tissue"
"C0264219","note CUI","C0264219","acute respiratory disease"
"C0264220","note CUI","C0264220","chronic disease of respiratory system"
"C0264221","note CUI","C0264221","disorder of upper respiratory system"
"C0264231","note CUI","C0264231","polyp of nasal sinus"
"C0264235","note CUI","C0264235","disorder of maxillary sinus"
"C0264239","note CUI","C0264239","polyp of maxillary sinus"
"C0264256","note CUI","C0264256","disorder of nose and nasopharynx"
"C0264303","note CUI","C0264303","laryngomalacia"
"C0264306","note CUI","C0264306","obstruction of larynx"
"C0264309","note CUI","C0264309","disorder of vocal cord"
"C0264314","note CUI","C0264314","chorditis"
"C0264315","note CUI","C0264315","glottic edema"
"C0264316","note CUI","C0264316","supraglottic edema"
"C0264343","note CUI","C0264343","purulent bronchitis"
"C0264353","note CUI","C0264353","bronchomalacia"
"C0264364","note CUI","C0264364","bronchiolar disease"
"C0264372","note CUI","C0264372","bronchiolectasis"
"C0264376","note CUI","C0264376","non-infectious pneumonia"
"C0264393","note CUI","C0264393","panacinar emphysema"
"C0264394","note CUI","C0264394","paraseptal emphysema"
"C0264420","note CUI","C0264420","environmental lung disease"
"C0264421","note CUI","C0264421","occupational lung disease"
"C0264431","note CUI","C0264431","pneumoconiosis due to inorganic dust"
"C0264449","note CUI","C0264449","pneumonopathy due to inhalation of dust"
"C0264494","note CUI","C0264494","plate-like atelectasis"
"C0264495","note CUI","C0264495","linear atelectasis"
"C0264496","note CUI","C0264496","focal atelectasis"
"C0264497","note CUI","C0264497","complete atelectasis"
"C0264517","note CUI","C0264517","pulmonary necrosis"
"C0264542","note CUI","C0264542","adhesion of pleura"
"C0264545","note CUI","C0264545","pleural thickening"
"C0264558","note CUI","C0264558","tension pneumothorax"
"C0264583","note CUI","C0264583","elevated diaphragm"
"C0265198","note CUI","C0265198","multiple system malformation syndrome"
"C0265204","note CUI","C0265204","multiple malformation syndrome, moderate short stature, facial"
"C0265734","note CUI","C0265734","congenital anomaly of upper respiratory system"
"C0265749","note CUI","C0265749","congenital anomaly of larynx"
"C0265774","note CUI","C0265774","congenital anomaly of bronchus"
"C0265778","note CUI","C0265778","accessory bronchus"
"C0266342","note CUI","C0266342","congenital anomaly of urethra"
"C0266421","note CUI","C0266421","congenital anomaly of male genital system"
"C0266433","note CUI","C0266433","congenital anomaly of penis"
"C0266623","note CUI","C0266623","congenital anomaly of neck"
"C0266804","note CUI","C0266804","disorder of upper digestive tract"
"C0266806","note CUI","C0266806","disorder of digestive organ"
"C0267071","note CUI","C0267071","oropharyngeal dysphagia"
"C0267725","note CUI","C0267725","paraesophageal hernia"
"C0268818","note CUI","C0268818","disorder of the lower urinary tract"
"C0270788","note CUI","C0270788","paralytic syndrome"
"C0272429","note CUI","C0272429","injury of trunk"
"C0273107","note CUI","C0273107","internal injury of chest"
"C0273115","note CUI","C0273115","injury of lung"
"C0274432","note CUI","C0274432","infection as complication of medical care"
"C0274869","note CUI","C0274869","toxic effect of heavy metal"
"C0276651","note CUI","C0276651","aspergilloma"
"C0276697","note CUI","C0276697","infection by ascomycetes"
"C0276698","note CUI","C0276698","infection by deuteromycetes"
"C0277556","note CUI","C0277556","recurrent disease"
"C0277566","note CUI","C0277566","environment related disease"
"C0277579","note CUI","C0277579","drug-related disorder"
"C0278996","note CUI","C0278996","malignant tumor of head and neck"
"C0282354","note CUI","C0282354","descriptor"
"C0332447","note CUI","C0332447","morphologically abnormal structure (morphologic abnormality)"
"C0333010","note CUI","C0333010","mechanical abnormality"
"C0333355","note CUI","C0333355","mucositis"
"C0333949","note CUI","C0333949","disturbance of growth"
"C0334094","note CUI","C0334094","proliferation"
"C0334275","note CUI","C0334275","adenoma and/or adenocarcinoma"
"C0339820","note CUI","C0339820","disorder of nasal cavity"
"C0339916","note CUI","C0339916","viral upper respiratory tract infection"
"C0339961","note CUI","C0339961","fungal pneumonia"
"C0340006","note CUI","C0340006","traumatic hemothorax"
"C0340013","note CUI","C0340013","loculated empyema"
"C0340030","note CUI","C0340030","pleural plaque"
"C0340175","note CUI","C0340175","metal pneumoconiosis"
"C0340184","note CUI","C0340184","mixed mineral dust pneumoconiosis"
"C0340207","note CUI","C0340207","tracheobronchial disorder"
"C0340214","note CUI","C0340214","tracheal fistula"
"C0340221","note CUI","C0340221","obstruction of trachea"
"C0340238","note CUI","C0340238","bronchial infection"
"C0340254","note CUI","C0340254","indirect acute lung injury"
"C0345616","note CUI","C0345616","tumor of ear, nose and throat"
"C0345942","note CUI","C0345942","neoplasm of lower respiratory tract"
"C0345954","note CUI","C0345954","tumor of lung parenchyma"
"C0345955","note CUI","C0345955","malignant tumor of lung parenchyma"
"C0346568","note CUI","C0346568","malignant tumor of ear, nose and throat"
"C0347625","note CUI","C0347625","pulmonary contusion"
"C0347950","note CUI","C0347950","asthma attack"
"C0349790","note CUI","C0349790","exacerbation of asthma"
"C0353744","note CUI","C0353744","poisoning by iron"
"C0392014","note CUI","C0392014","tracheal deviation"
"C0392454","note CUI","C0392454","upper respiratory tract obstruction"
"C0395797","note CUI","C0395797","ear, nose and throat disorder"
"C0410013","note CUI","C0410013","soft tissue lesion"
"C0412842","note CUI","C0412842","poisoning by iron and/or its compounds"
"C0424722","note CUI","C0424722","general finding of soft tissue"
"C0425442","note CUI","C0425442","respiratory observation"
"C0425560","note CUI","C0425560","cardiovascular finding"
"C0425654","note CUI","C0425654","blood vessel finding"
"C0425674","note CUI","C0425674","arterial finding"
"C0426330","note CUI","C0426330","penis finding"
"C0426357","note CUI","C0426357","urinary tract finding"
"C0426398","note CUI","C0426398","urethral finding"
"C0426403","note CUI","C0426403","urethral meatus finding"
"C0426455","note CUI","C0426455","nasal mucosa finding"
"C0426458","note CUI","C0426458","nasal septum finding"
"C0426460","note CUI","C0426460","nasal septal spur"
"C0426480","note CUI","C0426480","mouth and/or pharynx finding"
"C0426505","note CUI","C0426505","pharyngeal finding"
"C0426538","note CUI","C0426538","larynx finding"
"C0426546","note CUI","C0426546","vocal cord finding"
"C0426573","note CUI","C0426573","digestive system finding"
"C0426683","note CUI","C0426683","abdominal organ finding"
"C0426779","note CUI","C0426779","musculoskeletal observation"
"C0427191","note CUI","C0427191","bone finding"
"C0427194","note CUI","C0427194","muscle finding"
"C0427350","note CUI","C0427350","clinical history and observation findings"
"C0428843","note CUI","C0428843","pulmonary artery finding"
"C0432602","note CUI","C0432602","swallowing observation"
"C0445623","note CUI","C0445623","microorganism"
"C0446152","note CUI","C0446152","enveloped ssrna virus without a dna step in life-cycle"
"C0455788","note CUI","C0455788","oral cavity finding"
"C0455795","note CUI","C0455795","male genitalia finding"
"C0455811","note CUI","C0455811","stomach finding"
"C0456309","note CUI","C0456309","congenital abnormality of lower limb and/or pelvic girdle"
"C0456577","note CUI","C0456577","subglottic finding"
"C0459149","note CUI","C0459149","disorder of soft tissue of head"
"C0476250","note CUI","C0476250","mass in head or neck"
"C0494657","note CUI","C0494657","paralysis of vocal cords or larynx"
"C0521530","note CUI","C0521530","lung consolidation"
"C0542341","note CUI","C0542341","function"
"C0546279","note CUI","C0546279","accessory structure of lower respiratory tract"
"C0546333","note CUI","C0546333","right pneumothorax"
"C0546334","note CUI","C0546334","left pneumothorax"
"C0546483","note CUI","C0546483","lung cyst"
"C0549124","note CUI","C0549124","arterial embolism"
"C0549471","note CUI","C0549471","pancoast tumor"
"C0553694","note CUI","C0553694","disorder of oropharynx (disorder)"
"C0558150","note CUI","C0558150","wound finding"
"C0558362","note CUI","C0558362","pansinusitis"
"C0558385","note CUI","C0558385","disorder of neck"
"C0559758","note CUI","C0559758","multisystem disorder"
"C0560313","note CUI","C0560313","injury of respiratory system"
"C0560315","note CUI","C0560315","injury of lower respiratory tract"
"C0560612","note CUI","C0560612","injury by mechanism"
"C0574037","note CUI","C0574037","clotted hemothorax"
"C0574123","note CUI","C0574123","ear, nose and throat finding"
"C0574125","note CUI","C0574125","functional finding"
"C0574771","note CUI","C0574771","mucosal finding"
"C0575141","note CUI","C0575141","finding of head and neck region"
"C0575142","note CUI","C0575142","finding of head region"
"C0575155","note CUI","C0575155","finding of neck region"
"C0575174","note CUI","C0575174","lesion of neck"
"C0575479","note CUI","C0575479","finding of region of thorax"
"C0577165","note CUI","C0577165","urogenital finding"
"C0577203","note CUI","C0577203","genital finding"
"C0577286","note CUI","C0577286","perineal finding"
"C0577559","note CUI","C0577559","mass"
"C0577562","note CUI","C0577562","mass of respiratory structure"
"C0577573","note CUI","C0577573","mass of body region"
"C0577702","note CUI","C0577702","lower lobe pneumonia"
"C0577872","note CUI","C0577872","upper respiratory tract finding"
"C0577895","note CUI","C0577895","lesion of larynx"
"C0577907","note CUI","C0577907","subglottic lesion"
"C0577910","note CUI","C0577910","lower respiratory tract finding"
"C0577911","note CUI","C0577911","tracheobronchial finding"
"C0577912","note CUI","C0577912","finding of trachea"
"C0577913","note CUI","C0577913","bronchial finding"
"C0577914","note CUI","C0577914","lung finding"
"C0577916","note CUI","C0577916","lesion of lung"
"C0577917","note CUI","C0577917","functional finding of respiratory tract"
"C0577939","note CUI","C0577939","pleura finding"
"C0578002","note CUI","C0578002","finding of face"
"C0578491","note CUI","C0578491","infection by site"
"C0578508","note CUI","C0578508","lesion of bronchus"
"C0578533","note CUI","C0578533","finding of body region"
"C0578541","note CUI","C0578541","edema of trunk"
"C0579140","note CUI","C0579140","finding of trunk structure"
"C0581124","note CUI","C0581124","mild asthma"
"C0581126","note CUI","C0581126","severe asthma"
"C0581353","note CUI","C0581353","fistula of nasal sinus"
"C0582415","note CUI","C0582415","acute asthma"
"C0587047","note CUI","C0587047","mass of trunk"
"C0595989","note CUI","C0595989","laryngeal carcinoma"
"C0684824","note CUI","C0684824","secondary malignant neoplasm of trunk"
"C0684826","note CUI","C0684826","primary malignant neoplasm of intrathoracic organs"
"C0684827","note CUI","C0684827","secondary malignant neoplasm of intrathoracic organs"
"C0684907","note CUI","C0684907","perforation of trachea"
"C0684918","note CUI","C0684918","secondary malignant neoplasm of respiratory tract"
"C0694550","note CUI","C0694550","recurrent pneumonia"
"C0729518","note CUI","C0729518","bacterial respiratory infection"
"C0729520","note CUI","C0729520","bacterial lower respiratory infection"
"C0729529","note CUI","C0729529","viral infection by site"
"C0729531","note CUI","C0729531","viral respiratory infection"
"C0729532","note CUI","C0729532","viral lower respiratory infection"
"C0729543","note CUI","C0729543","fungal infection by site"
"C0729546","note CUI","C0729546","fungal respiratory infection"
"C0729704","note CUI","C0729704","infective pneumonia"
"C0729946","note CUI","C0729946","trunk arterial embolus"
"C0730205","note CUI","C0730205","congenital anomaly of trunk"
"C0746102","note CUI","C0746102","chronic lung disease"
"C0746787","note CUI","C0746787","malignant tumor of neck"
"C0848558","note CUI","C0848558","hypospadias"
"C0851444","note CUI","C0851444","allergic condition"
"C0852128","note CUI","C0852128","neoplasm of upper respiratory tract"
"C0852949","note CUI","C0852949","arterial disease"
"C0854248","note CUI","C0854248","pneumonia due to gram negative bacteria"
"C0876973","note CUI","C0876973","pulmonary infection"
"C0887900","note CUI","C0887900","neoplasm of upper aerodigestive tract"
"C0948187","note CUI","C0948187","tracheomalacia"
"C0948343","note CUI","C0948343","trali"
"C0948349","note CUI","C0948349","respiratory tract congestion"
"C0949083","note CUI","C0949083","hospital acquired pneumonia"
"C0949683","note CUI","C0949683","sex-linked hereditary disorder"
"C0949858","note CUI","C0949858","nidovirales"
"C0994344","note CUI","C0994344","rheumatoid lung disease"
"C1142578","note CUI","C1142578","bilateral pneumonia"
"C1145670","note CUI","C1145670","respiratory failure"
"C1175175","note CUI","C1175175","sars"
"C1175743","note CUI","C1175743","sars"
"C1260954","note CUI","C1260954","morphologically altered structure"
"C1261120","note CUI","C1261120","bullous emphysema"
"C1261141","note CUI","C1261141","gastrointestinal tract finding"
"C1264235","note CUI","C1264235","traumatic and/or non-traumatic injury of anatomical site"
"C1268086","note CUI","C1268086","body structure"
"C1269534","note CUI","C1269534","nose finding"
"C1269840","note CUI","C1269840","disorder of blood vessels of thorax"
"C1275589","note CUI","C1275589","lobular pneumonia"
"C1285159","note CUI","C1285159","disorder of body system"
"C1285162","note CUI","C1285162","degenerative disorder"
"C1285164","note CUI","C1285164","qualifier value"
"C1285205","note CUI","C1285205","congenital anomaly of lower trunk"
"C1285210","note CUI","C1285210","congenital anomaly of thorax"
"C1285212","note CUI","C1285212","congenital anomaly of upper trunk"
"C1285218","note CUI","C1285218","connective tissue disorder by body site"
"C1285301","note CUI","C1285301","hereditary disorder by system"
"C1285331","note CUI","C1285331","inflammation of specific body organs"
"C1285332","note CUI","C1285332","inflammation of specific body structures or tissue"
"C1285333","note CUI","C1285333","inflammation of specific body systems"
"C1285337","note CUI","C1285337","inflammatory disorder of head"
"C1285340","note CUI","C1285340","inflammatory disorder of the respiratory tract"
"C1285421","note CUI","C1285421","reproductive system hereditary disorder"
"C1285467","note CUI","C1285467","hereditary disorder of the urinary system"
"C1285578","note CUI","C1285578","observable entity"
"C1288351","note CUI","C1288351","malignant neoplasm (morphology)"
"C1290306","note CUI","C1290306","neoplasm of trunk"
"C1290307","note CUI","C1290307","neoplasm of intrathoracic organs"
"C1290325","note CUI","C1290325","disorder of lower respiratory system"
"C1290333","note CUI","C1290333","disorder of epiglottis"
"C1290339","note CUI","C1290339","focal pneumonia"
"C1290343","note CUI","C1290343","chronic atelectasis"
"C1290473","note CUI","C1290473","congenital anomaly of perineum"
"C1290474","note CUI","C1290474","congenital anomaly of lower respiratory system"
"C1290613","note CUI","C1290613","disorder of upper gastrointestinal tract"
"C1290833","note CUI","C1290833","neoplasm by body site"
"C1290837","note CUI","C1290837","disorder of trunk"
"C1290849","note CUI","C1290849","disorder characterized by edema"
"C1290853","note CUI","C1290853","disorder by body site"
"C1290856","note CUI","C1290856","disorder of head"
"C1290857","note CUI","C1290857","disorder of face"
"C1290864","note CUI","C1290864","disorder of abdomen"
"C1290884","note CUI","C1290884","inflammatory disease"
"C1290885","note CUI","C1290885","acute inflammatory disease"
"C1290886","note CUI","C1290886","chronic inflammatory disease"
"C1290887","note CUI","C1290887","inflammatory disorder of upper respiratory tract"
"C1290890","note CUI","C1290890","inflammatory disorder of lower respiratory tract"
"C1290906","note CUI","C1290906","finding by site"
"C1290994","note CUI","C1290994","cartilage finding"
"C1291012","note CUI","C1291012","diaphragmatic finding"
"C1291658","note CUI","C1291658","urinary system finding"
"C1291662","note CUI","C1291662","lower urinary tract finding"
"C1298756","note CUI","C1298756","inflammatory disorder of the respiratory system"
"C1298758","note CUI","C1298758","inflammatory disorder of digestive system"
"C1299291","note CUI","C1299291","primary malignant neoplasm of larynx"
"C1302694","note CUI","C1302694","malignant epithelial neoplasm - category"
"C1302750","note CUI","C1302750","malignant adenomatous neoplasm - category"
"C1302761","note CUI","C1302761","neoplasm and/or hamartoma"
"C1302790","note CUI","C1302790","multiple congenital anomalies"
"C1304838","note CUI","C1304838","primary malignant neoplasm of upper respiratory tract"
"C1304839","note CUI","C1304839","primary malignant neoplasm of respiratory tract"
"C1304846","note CUI","C1304846","primary malignant neoplasm of neck"
"C1304852","note CUI","C1304852","primary malignant neoplasm of trunk"
"C1306459","note CUI","C1306459","cancer"
"C1306460","note CUI","C1306460","primary malignant neoplasm of lung"
"C1320354","note CUI","C1320354","head finding"
"C1320355","note CUI","C1320355","viscus structure finding"
"C1368683","note CUI","C1368683","epithelial neoplasm"
"C1399729","note CUI","C1399729","mass of head"
"C1412002","note CUI","C1412002","atypical pneumonia"
"C1455667","note CUI","C1455667","sensation"
"C1504369","note CUI","C1504369","allergic disorder of respiratory system"
"C1532269","note CUI","C1532269","skin and/or mucosa finding"
"C1533042","note CUI","C1533042","primary malignant neoplasm of ear, nose and/or throat"
"C1533847","note CUI","C1533847","disorder of skeletal muscle"
"C1536731","note CUI","C1536731","disorder of pleura and pleural cavity"
"C1562176","note CUI","C1562176","proliferative mass"
"C1706410","note CUI","C1706410","atopic allergy"
"C1720649","note CUI","C1720649","allergic disorder by body site affected"
"C1761609","note CUI","C1761609","aspiration pneumonitis"
"C1827135","note CUI","C1827135","finding of mouth region"
"C1840311","note CUI","C1840311","congenital cleft larynx"
"C1882062","note CUI","C1882062","neoplasm"
"C1960026","note CUI","C1960026","drug-induced pneumonitis"
"C1960171","note CUI","C1960171","obstruction of lower respiratory tract"
"C1960690","note CUI","C1960690","immune hypersensitivity disorder by mechanism"
"C1997271","note CUI","C1997271","congenital anomaly of male urogenital tract"
"C2062952","note CUI","C2062952","rounded atelectasis"
"C2316780","note CUI","C2316780","malignant neoplasm of lower respiratory tract"
"C2350236","note CUI","C2350236","idiopathic interstitial pneumonia"
"C2350529","note CUI","C2350529","pulmonary aspergillosis"
"C2603353","note CUI","C2603353","mass of thoracic structure"
"C2607914","note CUI","C2607914","allergic rhinitis"
"C2700612","note CUI","C2700612","disorder of digestive tract"
"C2711972","note CUI","C2711972","poisoning due to chemical substance"
"C2720436","note CUI","C2720436","pleural fibrosis"
"C2720507","note CUI","C2720507","snomed ct concept (snomed rt+ctv3)"
"C2936904","note CUI","C2936904","g syndrome"
"C2939419","note CUI","C2939419","metastases"
"C3163822","note CUI","C3163822","carcinoma of lung"
"C3164456","note CUI","C3164456","malignant neoplasm of respiratory system"
"C3164513","note CUI","C3164513","tumor of respiratory system"
"C3249881","note CUI","C3249881","suppuration"
"C3263722","note CUI","C3263722","injury"
"C3263723","note CUI","C3263723","trauma"
"C3266628","note CUI","C3266628","persistent asthma"
"C3472375","note CUI","C3472375","primary malignant adenomatous neoplasm"
"C3489393","note CUI","C3489393","hiatal hernia"
"C3532523","note CUI","C3532523","hypersensitivity condition"
"C3661974","note CUI","C3661974","finding of abdomen"
"C3661977","note CUI","C3661977","disorder of pelvic region of trunk"
"C3661978","note CUI","C3661978","finding of abdominal segment of trunk"
"C3661979","note CUI","C3661979","disorder of thoracic segment of trunk"
"C3661986","note CUI","C3661986","finding of pelvic region of trunk"
"C3661988","note CUI","C3661988","disorder of abdominal segment of trunk"
"C3661989","note CUI","C3661989","finding of upper trunk"
"C3661990","note CUI","C3661990","disorder of perineum"
"C3662261","note CUI","C3662261","necrosis of anatomical site"
"C3662313","note CUI","C3662313","traumatic injury by site"
"C3697793","note CUI","C3697793","subfamily coronavirinae"
"C3697872","note CUI","C3697872","genus betacoronavirus"
"C3714582","note CUI","C3714582","chemical pneumonitis"
"C3714636","note CUI","C3714636","pneumonitis"
"C3854283","note CUI","C3854283","pharyngeal dysphagia"
"C3872807","note CUI","C3872807","mechanical lesion"
"C3873341","note CUI","C3873341","primary adenocarcinoma of lung"
"C3873618","note CUI","C3873618","complication of health care"
"C3874404","note CUI","C3874404","mass of nasal sinus"
"gender","demographic",NA,"gender"
"age_in_days","demographic",NA,"age in days"
"oxy_drop","engineered",NA,"sustained drop in oxygenation after stable ventilation"
